city,district,feeder,outage_count,high_impact_count,avg_duration_min,max_duration_min,total_affected_customer,total_ens_kwh,force_majeure_count,risk_score
Sivas,Gürün,SIV-GÜR-FDR-024,4,3,392.25,714,10555,85493.12,0,81.12
Sivas,Yıldızeli,SIV-YIL-FDR-010,6,6,56.5,271,32181,8402.43,0,80.76
Sivas,Yıldızeli,SIV-YIL-FDR-030,5,3,197.8,341,11519,91816.32,0,80.63
Konya,Akşehir,KON-AKS-FDR-040,9,5,145.67,364,14221,75868.56,0,80.5
Eskişehir,Odunpazarı,ESK-ODU-FDR-010,8,7,218.75,388,14487,64868.77,0,80.47
Sivas,Divriği,SIV-DIV-FDR-059,5,5,204.0,388,13263,78074.53,0,80.43
Eskişehir,Beylikova,ESK-BEY-FDR-008,7,4,201.86,568,15543,71019.87,0,80.4
Ankara,Gölbaşı,ANK-GÖL-FDR-045,9,5,198.56,932,15946,64996.21,0,80.1
Eskişehir,Odunpazarı,ESK-ODU-FDR-041,7,6,163.0,415,17751,57449.01,0,79.87
Kayseri,Develi,KAY-DEV-FDR-001,7,6,135.14,327,20479,48196.93,0,79.86
Kayseri,Talas,KAY-TAL-FDR-059,8,5,157.38,551,21115,46800.12,0,79.85
Sivas,Suşehri,SIV-SUS-FDR-038,6,6,272.33,558,13410,68580.1,0,79.78
Ankara,Pursaklar,ANK-PUR-FDR-023,6,5,270.67,410,13251,72208.72,0,79.73
Eskişehir,Beylikova,ESK-BEY-FDR-003,10,10,278.7,383,11650,61082.87,0,79.7
Kayseri,İncesu,KAY-INC-FDR-030,3,2,134.0,213,18252,70752.01,0,79.65
Eskişehir,Çifteler,ESK-ÇIF-FDR-009,4,4,168.75,351,20035,55038.69,0,79.65
Konya,Meram,KON-MER-FDR-060,3,2,309.33,522,9193,96368.17,0,79.6
Sivas,Yıldızeli,SIV-YIL-FDR-018,8,7,179.25,410,20711,40419.22,0,79.51
Konya,Seydişehir,KON-SEY-FDR-017,7,4,125.43,317,16994,67789.24,0,79.4
Konya,Cihanbeyli,KON-CIH-FDR-015,5,2,162.2,296,16422,74392.37,0,79.16
Kayseri,İncesu,KAY-INC-FDR-040,9,4,257.11,888,8708,91516.03,0,79.14
Ankara,Polatlı,ANK-POL-FDR-024,10,5,154.3,357,15020,68906.66,0,79.12
Eskişehir,Mahmudiye,ESK-MAH-FDR-049,7,4,93.57,231,17649,66036.77,0,78.87
Kayseri,Melikgazi,KAY-MEL-FDR-046,6,4,249.0,476,14672,68974.14,0,78.8
Ankara,Çankaya,ANK-ÇAN-FDR-042,6,4,207.83,616,14149,73242.55,0,78.65
Kayseri,Bünyan,KAY-BÜN-FDR-045,11,9,194.36,453,17746,41893.41,0,78.52
Konya,Beyşehir,KON-BEY-FDR-020,8,7,310.88,472,11525,67203.48,0,78.48
Konya,Akşehir,KON-AKS-FDR-052,9,6,206.67,800,20681,39168.45,0,78.4
Kayseri,Bünyan,KAY-BÜN-FDR-024,10,7,279.0,829,10011,73884.94,0,78.33
Konya,Cihanbeyli,KON-CIH-FDR-006,9,7,187.11,378,20071,39124.41,0,78.07
Ankara,Sincan,ANK-SIN-FDR-040,8,6,240.12,355,13236,66542.06,0,77.95
Sivas,Kangal,SIV-KAN-FDR-029,7,7,254.0,457,11767,69064.5,0,77.94
Ankara,Yenimahalle,ANK-YEN-FDR-002,4,3,239.75,447,13190,77727.04,0,77.94
Ankara,Sincan,ANK-SIN-FDR-051,7,4,88.43,311,21153,50306.36,0,77.86
Kayseri,Tomarza,KAY-TOM-FDR-014,6,5,176.67,409,22286,37571.94,0,77.66
Konya,Selçuklu,KON-SEL-FDR-044,7,6,222.57,545,13729,65412.02,0,77.59
Eskişehir,Alpu,ESK-ALP-FDR-013,5,3,216.0,502,9485,92753.21,1,77.58
Kayseri,İncesu,KAY-INC-FDR-001,8,7,205.62,433,19824,38514.55,0,77.57
Eskişehir,Odunpazarı,ESK-ODU-FDR-060,10,9,220.6,617,17064,41519.21,0,77.51
Eskişehir,Mahmudiye,ESK-MAH-FDR-047,3,3,211.0,348,14687,73028.34,0,77.47
Sivas,Hafik,SIV-HAF-FDR-023,8,3,196.5,758,12108,81682.46,0,77.45
Eskişehir,Seyitgazi,ESK-SEY-FDR-047,10,7,80.3,185,24280,26762.33,0,77.35
Ankara,Altındağ,ANK-ALT-FDR-018,5,4,307.2,430,10432,79879.78,0,77.27
Eskişehir,Alpu,ESK-ALP-FDR-040,9,7,203.78,317,12706,65861.48,0,77.21
Sivas,Gemerek,SIV-GEM-FDR-007,9,8,134.56,392,22528,27471.57,0,77.08
Kayseri,Develi,KAY-DEV-FDR-033,6,5,238.17,400,20289,40575.0,0,77.01
Konya,Karatay,KON-KAR-FDR-040,5,4,223.0,420,13151,73433.73,0,76.96
Kayseri,Tomarza,KAY-TOM-FDR-049,9,7,173.44,396,23423,24233.38,0,76.92
Konya,Cihanbeyli,KON-CIH-FDR-019,9,6,188.33,597,14296,62526.88,0,76.76
Sivas,Hafik,SIV-HAF-FDR-013,9,8,217.22,623,21671,25045.45,0,76.63
Sivas,Merkez,SIV-MER-FDR-052,6,3,152.5,412,12554,81873.33,0,76.62
Sivas,Kangal,SIV-KAN-FDR-048,7,6,208.43,514,13758,64074.72,0,76.56
Kayseri,Kocasinan,KAY-KOC-FDR-002,8,6,117.5,211,20757,41007.11,0,76.54
Kayseri,Yeşilhisar,KAY-YES-FDR-046,8,6,177.12,373,17201,51434.87,0,76.43
Ankara,Çankaya,ANK-ÇAN-FDR-010,7,5,189.0,328,14359,65547.11,0,76.41
Eskişehir,Mihalıççık,ESK-MIH-FDR-023,9,7,175.44,297,17531,46605.75,0,76.38
Kayseri,Bünyan,KAY-BÜN-FDR-046,5,4,129.6,303,19528,52226.33,0,76.31
Sivas,Gürün,SIV-GÜR-FDR-054,5,4,277.2,721,10612,78664.78,0,76.12
Konya,Beyşehir,KON-BEY-FDR-016,5,4,222.2,484,9732,85357.69,0,76.06
Ankara,Keçiören,ANK-KEÇ-FDR-026,6,5,200.83,494,16876,54339.61,0,75.95
Sivas,Yıldızeli,SIV-YIL-FDR-051,4,4,334.0,627,12096,69261.69,0,75.84
Konya,Cihanbeyli,KON-CIH-FDR-045,5,4,186.6,308,14660,67282.85,0,75.81
Kayseri,Bünyan,KAY-BÜN-FDR-041,7,6,171.0,345,15364,58356.56,0,75.79
Sivas,Kangal,SIV-KAN-FDR-035,5,4,181.0,369,16140,61523.46,0,75.72
Ankara,Çankaya,ANK-ÇAN-FDR-032,6,5,148.0,296,19013,48413.51,0,75.67
Konya,Meram,KON-MER-FDR-011,6,6,262.83,437,13825,58497.44,0,75.28
Ankara,Polatlı,ANK-POL-FDR-032,10,6,184.1,379,14143,59747.85,1,75.18
Ankara,Yenimahalle,ANK-YEN-FDR-041,1,1,690.0,690,4911,85607.39,0,75.08
Ankara,Polatlı,ANK-POL-FDR-022,9,6,178.89,529,18054,44518.92,0,74.98
Eskişehir,Mahmudiye,ESK-MAH-FDR-002,4,3,204.0,402,11364,80938.73,0,74.82
Eskişehir,Odunpazarı,ESK-ODU-FDR-015,8,5,163.12,437,15372,58980.28,0,74.63
Sivas,Suşehri,SIV-SUS-FDR-002,11,7,203.09,534,15977,46501.52,0,74.55
Sivas,Hafik,SIV-HAF-FDR-020,4,4,245.25,353,10686,77478.93,0,74.47
Sivas,Gürün,SIV-GÜR-FDR-044,7,5,148.43,313,19089,45115.85,0,74.44
Eskişehir,Sivrihisar,ESK-SIV-FDR-016,4,2,117.75,193,14437,76065.83,0,74.44
Konya,Kulu,KON-KUL-FDR-023,5,4,154.8,284,17331,55731.34,0,74.42
Ankara,Keçiören,ANK-KEÇ-FDR-022,8,7,182.38,419,15858,49090.18,0,74.23
Kayseri,Kocasinan,KAY-KOC-FDR-015,7,7,253.86,443,12275,59558.68,0,74.2
Sivas,Şarkışla,SIV-SAR-FDR-045,7,6,87.86,191,23110,29135.5,0,74.17
Ankara,Gölbaşı,ANK-GÖL-FDR-018,3,3,384.67,511,10005,74690.44,0,74.15
Konya,Kulu,KON-KUL-FDR-057,7,4,141.43,403,20250,43322.37,0,74.15
Ankara,Mamak,ANK-MAM-FDR-009,10,7,217.7,513,17207,40415.16,0,74.15
Kayseri,İncesu,KAY-INC-FDR-004,7,5,251.71,817,12794,62940.57,0,73.86
Eskişehir,Mahmudiye,ESK-MAH-FDR-053,9,8,269.44,638,14616,44575.89,0,73.85
Eskişehir,Sivrihisar,ESK-SIV-FDR-045,11,10,195.09,360,13486,46560.31,0,73.85
Eskişehir,Alpu,ESK-ALP-FDR-014,8,5,220.38,439,11219,70515.47,0,73.81
Ankara,Polatlı,ANK-POL-FDR-059,6,5,268.33,694,18857,37848.42,0,73.69
Konya,Ilgın,KON-ILG-FDR-047,8,6,245.12,520,12357,61205.92,0,73.67
Eskişehir,Seyitgazi,ESK-SEY-FDR-008,7,6,85.43,210,19946,40617.97,0,73.51
Konya,Kulu,KON-KUL-FDR-041,8,7,127.75,250,19292,36901.13,0,73.37
Eskişehir,Odunpazarı,ESK-ODU-FDR-051,7,6,151.86,295,15101,55539.12,0,73.28
Konya,Karatay,KON-KAR-FDR-028,5,4,251.6,433,11083,72173.19,0,73.05
Ankara,Pursaklar,ANK-PUR-FDR-009,7,4,118.86,275,14983,63358.43,0,72.96
Eskişehir,Tepebaşı,ESK-TEP-FDR-017,9,7,250.56,681,14667,46667.42,0,72.93
Kayseri,Yeşilhisar,KAY-YES-FDR-051,6,4,252.83,923,16181,50700.22,0,72.8
Kayseri,Pınarbaşı,KAY-PIN-FDR-024,6,4,190.17,433,14339,61533.87,0,72.65
Eskişehir,İnönü,ESK-INÖ-FDR-042,4,4,346.5,411,12202,61695.74,0,72.65
Sivas,Şarkışla,SIV-SAR-FDR-031,7,7,305.29,531,9598,63971.6,0,72.59
Konya,Meram,KON-MER-FDR-005,2,2,300.5,326,13790,64722.26,0,72.46
Sivas,Şarkışla,SIV-SAR-FDR-013,6,4,201.33,390,15057,57537.42,0,72.42
Eskişehir,Odunpazarı,ESK-ODU-FDR-049,5,5,223.6,367,17282,44800.16,0,72.42
Ankara,Etimesgut,ANK-ETI-FDR-006,9,8,200.22,374,14955,44474.19,0,72.4
Eskişehir,İnönü,ESK-INÖ-FDR-023,5,1,195.8,626,15151,66921.47,1,72.39
Ankara,Keçiören,ANK-KEÇ-FDR-002,6,5,278.67,586,13322,56584.37,0,72.3
Kayseri,Talas,KAY-TAL-FDR-023,7,7,360.0,628,11200,53709.31,0,72.3
Eskişehir,Seyitgazi,ESK-SEY-FDR-024,4,4,367.75,439,8464,74682.4,0,72.3
Sivas,Zara,SIV-ZAR-FDR-018,4,3,271.5,385,8751,82280.57,0,72.29
Eskişehir,Mihalıççık,ESK-MIH-FDR-030,3,2,135.67,348,13523,74836.63,0,72.28
Sivas,Divriği,SIV-DIV-FDR-030,6,5,308.5,585,11326,62754.91,0,72.28
Sivas,Şarkışla,SIV-SAR-FDR-038,6,5,168.67,440,18472,42557.38,0,72.28
Konya,Kulu,KON-KUL-FDR-019,9,7,208.33,423,13955,50689.67,0,72.25
Kayseri,Develi,KAY-DEV-FDR-048,7,4,283.0,875,11037,67723.55,0,72.18
Kayseri,Pınarbaşı,KAY-PIN-FDR-045,4,4,339.75,648,16658,43156.61,0,72.09
Eskişehir,İnönü,ESK-INÖ-FDR-040,5,3,153.8,340,12553,73163.98,0,72.05
Ankara,Mamak,ANK-MAM-FDR-059,9,3,87.89,344,17416,55665.29,0,72.05
Ankara,Çankaya,ANK-ÇAN-FDR-014,6,4,199.33,349,17861,45614.25,0,72.01
Konya,Karatay,KON-KAR-FDR-015,3,3,283.33,336,13040,64318.97,0,71.99
Ankara,Pursaklar,ANK-PUR-FDR-010,5,5,230.4,360,13129,60089.79,0,71.96
Sivas,Zara,SIV-ZAR-FDR-053,8,6,186.0,383,13202,57783.77,0,71.88
Sivas,Gemerek,SIV-GEM-FDR-024,8,4,119.38,315,15305,59308.95,0,71.85
Eskişehir,Mihalıççık,ESK-MIH-FDR-027,5,4,196.8,373,17122,48641.19,0,71.72
Ankara,Sincan,ANK-SIN-FDR-034,7,7,183.86,303,14439,50133.23,0,71.71
Ankara,Sincan,ANK-SIN-FDR-058,5,5,305.4,630,9390,69875.24,0,71.63
Ankara,Çankaya,ANK-ÇAN-FDR-034,7,7,175.43,432,14082,51496.16,0,71.42
Ankara,Yenimahalle,ANK-YEN-FDR-035,4,3,160.0,437,15548,59958.88,0,71.38
Konya,Ilgın,KON-ILG-FDR-036,6,5,95.67,246,17290,49836.97,0,71.37
Konya,Karatay,KON-KAR-FDR-054,6,4,209.17,573,19636,36453.04,0,71.27
Konya,Ereğli,KON-ERE-FDR-021,8,7,224.0,418,11788,56838.92,0,71.22
Eskişehir,Tepebaşı,ESK-TEP-FDR-022,6,5,61.5,123,22655,30013.83,0,71.16
Ankara,Mamak,ANK-MAM-FDR-033,6,5,191.67,353,14848,53349.44,0,71.12
Kayseri,Develi,KAY-DEV-FDR-052,9,5,139.0,440,13315,61069.54,0,71.08
Sivas,Hafik,SIV-HAF-FDR-012,7,6,179.71,413,17079,41554.86,0,71.08
Kayseri,Pınarbaşı,KAY-PIN-FDR-055,6,5,106.5,276,21791,30552.46,0,71.05
Sivas,Gürün,SIV-GÜR-FDR-028,5,3,201.4,444,12764,67466.57,0,71.05
Kayseri,Yahyalı,KAY-YAH-FDR-019,8,5,224.88,542,12083,61203.42,0,71.01
Konya,Selçuklu,KON-SEL-FDR-004,6,4,106.33,366,24250,23598.34,0,70.99
Konya,Ereğli,KON-ERE-FDR-026,8,7,125.0,375,14281,52150.26,0,70.89
Ankara,Pursaklar,ANK-PUR-FDR-016,9,7,277.0,511,9244,62622.12,0,70.86
Sivas,Gürün,SIV-GÜR-FDR-035,8,6,215.62,594,11158,62117.69,0,70.84
Sivas,Divriği,SIV-DIV-FDR-047,8,7,178.88,259,17713,35008.34,0,70.8
Konya,Kulu,KON-KUL-FDR-056,7,5,211.57,479,14506,52306.73,0,70.76
Sivas,Yıldızeli,SIV-YIL-FDR-057,8,6,168.62,550,17226,40324.11,0,70.67
Eskişehir,Alpu,ESK-ALP-FDR-041,9,8,179.0,473,14514,44018.08,0,70.66
Sivas,Suşehri,SIV-SUS-FDR-036,8,6,167.5,547,14807,50043.6,0,70.66
Kayseri,İncesu,KAY-INC-FDR-049,6,4,130.33,384,18064,46134.62,0,70.61
Ankara,Pursaklar,ANK-PUR-FDR-042,6,5,168.5,312,10739,69897.48,0,70.48
Eskişehir,Çifteler,ESK-ÇIF-FDR-053,8,8,159.62,399,18182,30594.4,0,70.45
Konya,Seydişehir,KON-SEY-FDR-005,6,5,144.33,277,17099,45649.92,0,70.35
Konya,Kulu,KON-KUL-FDR-037,6,4,96.33,314,21553,33499.02,0,70.25
Konya,Karatay,KON-KAR-FDR-046,5,4,415.0,855,12234,52072.5,0,70.2
Sivas,Hafik,SIV-HAF-FDR-025,4,3,173.25,441,13578,64669.28,0,70.19
Konya,Beyşehir,KON-BEY-FDR-044,6,5,217.17,356,14362,51798.65,0,70.14
Ankara,Çankaya,ANK-ÇAN-FDR-040,7,5,189.14,415,13363,56804.29,0,70.05
Eskişehir,Mahmudiye,ESK-MAH-FDR-005,5,5,263.6,647,17015,38702.46,0,70.04
Eskişehir,Seyitgazi,ESK-SEY-FDR-060,6,5,191.5,363,16757,43536.03,0,70.03
Eskişehir,Odunpazarı,ESK-ODU-FDR-032,9,6,155.78,394,15535,46050.18,0,70.02
Sivas,Merkez,SIV-MER-FDR-037,7,6,265.43,538,9345,65227.59,0,70.02
Kayseri,Develi,KAY-DEV-FDR-035,5,4,256.6,517,15854,46734.39,0,70.02
Ankara,Altındağ,ANK-ALT-FDR-041,8,5,233.25,670,13197,54242.2,0,70.01
Ankara,Pursaklar,ANK-PUR-FDR-006,8,6,209.38,329,11978,57474.27,0,69.97
Ankara,Altındağ,ANK-ALT-FDR-047,6,5,216.0,567,15947,45187.23,0,69.97
Eskişehir,Çifteler,ESK-ÇIF-FDR-055,2,2,356.5,374,10507,69319.64,0,69.87
Sivas,Zara,SIV-ZAR-FDR-025,4,3,172.0,289,18453,44560.36,0,69.85
Kayseri,Talas,KAY-TAL-FDR-052,6,6,190.83,403,15576,44783.12,0,69.77
Kayseri,Pınarbaşı,KAY-PIN-FDR-034,5,3,321.0,520,10198,67761.94,0,69.66
Konya,Akşehir,KON-AKS-FDR-007,7,5,224.14,513,16988,39323.86,0,69.61
Kayseri,Melikgazi,KAY-MEL-FDR-023,12,10,243.75,773,12040,40437.59,0,69.61
Kayseri,Pınarbaşı,KAY-PIN-FDR-021,6,4,143.5,525,20691,32763.48,0,69.57
Konya,Selçuklu,KON-SEL-FDR-048,5,5,212.2,527,13276,55689.89,0,69.51
Ankara,Etimesgut,ANK-ETI-FDR-055,11,7,113.36,489,19955,25852.3,0,69.49
Konya,Seydişehir,KON-SEY-FDR-030,6,5,252.17,538,11871,58360.03,0,69.49
Sivas,Suşehri,SIV-SUS-FDR-016,7,5,210.43,461,13701,52755.05,0,69.34
Konya,Akşehir,KON-AKS-FDR-006,8,5,182.5,392,13961,52873.4,0,69.33
Konya,Cihanbeyli,KON-CIH-FDR-039,7,6,167.0,464,20818,23823.24,0,69.31
Konya,Meram,KON-MER-FDR-012,6,4,286.83,698,6883,78833.08,0,69.29
Eskişehir,Sivrihisar,ESK-SIV-FDR-009,6,5,231.0,434,14723,47804.33,0,69.28
Sivas,Merkez,SIV-MER-FDR-060,9,7,203.0,569,13491,46884.23,0,69.26
Eskişehir,Mahmudiye,ESK-MAH-FDR-043,6,6,142.17,419,17192,39821.41,0,69.06
Kayseri,Kocasinan,KAY-KOC-FDR-047,5,3,147.0,399,13213,64878.03,0,69.03
Konya,Ilgın,KON-ILG-FDR-042,9,6,185.89,451,14190,47371.71,0,68.89
Konya,Ereğli,KON-ERE-FDR-008,8,7,208.38,605,15881,36735.04,0,68.88
Eskişehir,İnönü,ESK-INÖ-FDR-031,5,5,242.0,286,11621,59166.25,0,68.84
Konya,Kulu,KON-KUL-FDR-012,8,6,169.25,345,10433,63771.86,0,68.83
Konya,Seydişehir,KON-SEY-FDR-015,7,5,201.71,327,11776,59904.11,0,68.81
Sivas,Divriği,SIV-DIV-FDR-037,6,4,85.67,159,18688,42684.07,0,68.79
Eskişehir,Sivrihisar,ESK-SIV-FDR-017,7,5,169.57,471,11370,63294.05,0,68.72
Sivas,Hafik,SIV-HAF-FDR-055,7,2,106.14,273,15333,60195.42,0,68.7
Ankara,Keçiören,ANK-KEÇ-FDR-058,6,5,163.67,229,18647,34973.33,0,68.69
Ankara,Altındağ,ANK-ALT-FDR-042,6,4,98.67,208,18368,42919.96,0,68.66
Kayseri,İncesu,KAY-INC-FDR-042,4,3,176.0,362,9342,78376.15,0,68.65
Eskişehir,Odunpazarı,ESK-ODU-FDR-002,6,6,315.0,697,13052,45064.68,0,68.59
Konya,Kulu,KON-KUL-FDR-053,5,5,341.4,491,12541,48792.4,0,68.47
Sivas,Suşehri,SIV-SUS-FDR-039,3,2,130.67,246,16656,54964.66,0,68.46
Eskişehir,Mihalıççık,ESK-MIH-FDR-019,5,4,180.4,298,15444,49803.49,0,68.45
Ankara,Etimesgut,ANK-ETI-FDR-026,7,5,207.29,464,10225,65040.26,0,68.44
Eskişehir,Tepebaşı,ESK-TEP-FDR-008,10,6,191.0,464,13879,46882.9,0,68.43
Ankara,Keçiören,ANK-KEÇ-FDR-003,6,4,203.83,334,19095,33223.33,0,68.42
Eskişehir,Tepebaşı,ESK-TEP-FDR-058,10,8,241.3,570,14315,36039.82,0,68.39
Kayseri,Pınarbaşı,KAY-PIN-FDR-056,10,9,241.7,444,12738,39281.75,0,68.37
Kayseri,Yahyalı,KAY-YAH-FDR-038,5,4,264.8,399,10589,63935.26,0,68.34
Kayseri,Pınarbaşı,KAY-PIN-FDR-050,4,3,242.5,315,14885,51571.14,0,68.33
Ankara,Polatlı,ANK-POL-FDR-035,9,8,258.78,755,14357,35091.72,0,68.27
Sivas,Suşehri,SIV-SUS-FDR-035,8,8,212.25,487,13080,43419.87,0,68.24
Eskişehir,Beylikova,ESK-BEY-FDR-055,6,4,155.17,394,16452,46282.05,0,68.2
Ankara,Gölbaşı,ANK-GÖL-FDR-047,4,3,285.75,520,7598,77842.87,0,68.19
Konya,Beyşehir,KON-BEY-FDR-019,3,2,215.33,334,15655,53033.66,0,68.04
Ankara,Mamak,ANK-MAM-FDR-048,4,4,165.25,342,15964,48313.15,0,68.04
Sivas,Yıldızeli,SIV-YIL-FDR-009,7,6,216.43,401,15206,40605.81,0,67.96
Sivas,Yıldızeli,SIV-YIL-FDR-036,4,4,126.5,221,18883,38744.88,0,67.93
Konya,Kulu,KON-KUL-FDR-045,6,5,200.0,406,13880,50300.78,0,67.91
Eskişehir,İnönü,ESK-INÖ-FDR-032,7,5,198.43,494,18313,32083.13,0,67.87
Ankara,Gölbaşı,ANK-GÖL-FDR-024,6,5,288.5,443,9211,63541.09,0,67.85
Eskişehir,Tepebaşı,ESK-TEP-FDR-052,5,5,295.2,373,14156,43823.83,0,67.83
Eskişehir,Alpu,ESK-ALP-FDR-055,7,5,209.14,433,15385,43068.55,0,67.83
Sivas,Divriği,SIV-DIV-FDR-027,5,4,172.6,303,14384,53114.12,0,67.75
Eskişehir,Odunpazarı,ESK-ODU-FDR-020,4,3,224.5,641,8976,75112.73,0,67.74
Eskişehir,İnönü,ESK-INÖ-FDR-017,5,4,207.2,345,14136,51861.62,0,67.67
Ankara,Polatlı,ANK-POL-FDR-036,4,2,239.0,517,11247,67934.26,0,67.63
Kayseri,Pınarbaşı,KAY-PIN-FDR-032,5,4,77.2,135,20668,33256.01,0,67.53
Konya,Akşehir,KON-AKS-FDR-016,5,5,214.6,368,15391,43020.26,0,67.48
Eskişehir,Tepebaşı,ESK-TEP-FDR-047,10,5,172.8,345,12028,56149.4,0,67.31
Konya,Ereğli,KON-ERE-FDR-002,7,5,207.86,695,18592,29172.57,0,67.26
Kayseri,Bünyan,KAY-BÜN-FDR-057,7,6,254.0,716,14086,41248.51,0,67.17
Kayseri,Yeşilhisar,KAY-YES-FDR-055,9,5,176.0,508,10892,60280.61,0,66.95
Ankara,Keçiören,ANK-KEÇ-FDR-015,6,4,241.17,658,14258,47366.27,0,66.93
Sivas,Merkez,SIV-MER-FDR-007,8,7,229.88,374,11256,50033.38,0,66.93
Eskişehir,Seyitgazi,ESK-SEY-FDR-057,4,3,207.0,413,12650,59802.34,0,66.91
Eskişehir,Sivrihisar,ESK-SIV-FDR-037,9,8,183.33,495,13433,40357.11,0,66.79
Ankara,Mamak,ANK-MAM-FDR-019,5,4,219.6,382,12591,55376.47,0,66.71
Sivas,Şarkışla,SIV-SAR-FDR-007,9,6,122.22,351,14423,45675.02,0,66.6
Sivas,Gürün,SIV-GÜR-FDR-014,10,7,176.5,553,13886,41005.76,0,66.57
Konya,Ereğli,KON-ERE-FDR-014,5,4,116.0,243,19849,32287.86,0,66.57
Sivas,Gemerek,SIV-GEM-FDR-023,11,8,209.45,796,17177,22320.22,0,66.55
Ankara,Sincan,ANK-SIN-FDR-020,8,6,160.25,326,13168,48719.24,0,66.5
Kayseri,Tomarza,KAY-TOM-FDR-008,5,5,152.4,307,18712,31345.82,0,66.42
Ankara,Gölbaşı,ANK-GÖL-FDR-004,5,3,195.0,486,13211,56773.81,0,66.41
Ankara,Yenimahalle,ANK-YEN-FDR-027,4,2,196.5,539,9809,73723.11,0,66.37
Konya,Seydişehir,KON-SEY-FDR-021,3,2,215.33,530,9996,71760.6,0,66.08
Ankara,Yenimahalle,ANK-YEN-FDR-040,9,7,223.0,497,13649,38573.77,0,66.02
Eskişehir,Mihalıççık,ESK-MIH-FDR-018,4,3,238.0,378,14336,49337.99,0,65.98
Ankara,Polatlı,ANK-POL-FDR-008,8,6,162.12,342,13195,47406.69,0,65.96
Konya,Beyşehir,KON-BEY-FDR-045,4,2,235.0,435,9044,73622.18,0,65.95
Ankara,Altındağ,ANK-ALT-FDR-034,5,4,172.8,393,15964,43132.59,0,65.93
Eskişehir,İnönü,ESK-INÖ-FDR-005,8,5,73.25,176,17991,36444.62,0,65.9
Sivas,Gürün,SIV-GÜR-FDR-038,6,5,187.67,490,13694,47541.46,0,65.79
Eskişehir,Sivrihisar,ESK-SIV-FDR-040,5,5,271.4,596,11471,51772.38,0,65.72
Kayseri,Kocasinan,KAY-KOC-FDR-012,7,6,159.57,376,14996,40280.66,0,65.67
Kayseri,İncesu,KAY-INC-FDR-020,5,4,249.2,642,11325,56566.06,0,65.66
Eskişehir,Mahmudiye,ESK-MAH-FDR-004,5,4,99.0,218,22170,22014.5,0,65.57
Kayseri,Kocasinan,KAY-KOC-FDR-004,8,5,187.62,433,12965,48969.71,0,65.54
Ankara,Pursaklar,ANK-PUR-FDR-037,6,5,111.33,209,15515,44250.45,0,65.5
Konya,Selçuklu,KON-SEL-FDR-008,9,6,175.11,537,16084,33635.67,0,65.49
Ankara,Keçiören,ANK-KEÇ-FDR-039,3,3,110.0,242,20019,33628.33,0,65.4
Eskişehir,Tepebaşı,ESK-TEP-FDR-044,8,5,149.75,244,15390,41245.95,0,65.4
Kayseri,İncesu,KAY-INC-FDR-038,9,9,130.0,325,16490,25384.51,0,65.32
Ankara,Çankaya,ANK-ÇAN-FDR-059,7,6,172.0,393,18065,26261.61,0,65.17
Kayseri,İncesu,KAY-INC-FDR-029,6,4,176.0,400,16052,40552.94,0,65.16
Kayseri,Yahyalı,KAY-YAH-FDR-017,7,6,169.43,507,16835,31289.66,0,65.15
Kayseri,Melikgazi,KAY-MEL-FDR-020,3,3,228.33,330,12361,56570.84,0,65.11
Kayseri,İncesu,KAY-INC-FDR-031,6,6,254.67,566,13997,37797.35,0,65.03
Sivas,Şarkışla,SIV-SAR-FDR-015,3,2,199.67,289,12257,61380.44,0,64.94
Kayseri,Yeşilhisar,KAY-YES-FDR-037,9,6,195.89,559,12563,45169.84,0,64.84
Kayseri,Kocasinan,KAY-KOC-FDR-008,9,8,310.56,614,10503,40305.01,0,64.73
Ankara,Yenimahalle,ANK-YEN-FDR-046,10,6,190.6,648,14609,36504.7,0,64.69
Ankara,Pursaklar,ANK-PUR-FDR-039,5,5,227.8,464,10069,57871.44,0,64.66
Sivas,Zara,SIV-ZAR-FDR-026,9,5,134.67,554,17035,33459.78,0,64.59
Sivas,Gemerek,SIV-GEM-FDR-040,6,4,92.33,219,16606,42180.01,0,64.57
Konya,Kulu,KON-KUL-FDR-003,6,4,124.5,288,17643,35978.07,0,64.51
Ankara,Sincan,ANK-SIN-FDR-042,4,4,248.75,523,7950,68152.38,0,64.44
Konya,Cihanbeyli,KON-CIH-FDR-027,5,4,255.8,607,16749,32006.94,0,64.43
Konya,Seydişehir,KON-SEY-FDR-004,3,3,116.67,210,19534,33194.96,0,64.42
Sivas,Gürün,SIV-GÜR-FDR-005,5,3,283.4,552,9467,62394.88,1,64.38
Eskişehir,Odunpazarı,ESK-ODU-FDR-040,5,4,354.0,588,8895,57415.63,0,64.37
Ankara,Keçiören,ANK-KEÇ-FDR-025,5,5,286.8,473,10826,50303.23,0,64.16
Eskişehir,Mihalıççık,ESK-MIH-FDR-010,7,3,190.71,528,10467,62479.88,0,64.15
Kayseri,Talas,KAY-TAL-FDR-025,6,4,215.0,541,9778,60889.21,0,63.95
Ankara,Keçiören,ANK-KEÇ-FDR-051,9,8,195.11,398,12700,36685.17,0,63.85
Ankara,Pursaklar,ANK-PUR-FDR-043,9,7,172.0,398,10446,49977.53,1,63.79
Sivas,Yıldızeli,SIV-YIL-FDR-029,4,2,199.75,357,14727,48569.36,0,63.73
