outage_id,city,district,feeder,transformer,network_element_type,outage_type,source,started_at,ended_at,duration_min,affected_customer_count,energy_not_supplied_kwh,cause,is_planned,is_force_majeure,storm_flag,wind_speed,precipitation_mm,high_impact
119,Ankara,Altındağ,ANK-ALT-FDR-027,ANK-ALT-TR-0028,Fider,planned,OMS,2026-03-10 09:32:19,2026-03-10 17:10:19,458,4426,23221.42,Bakım çalışması,1,0,0,20.37,6.71,1
120,Konya,Seydişehir,KON-SEY-FDR-049,KON-SEY-TR-0027,Hücre,unplanned,OMS,2025-07-16 00:06:43,2025-07-16 00:53:43,47,1751,897.97,Trafo arızası,0,0,0,4.64,0.51,1
121,Konya,Akşehir,KON-AKS-FDR-032,KON-AKS-TR-0063,Direk,unplanned,Mobile,2024-07-22 12:31:37,2024-07-22 13:35:37,64,278,412.45,Bilinmeyen,0,0,0,10.33,0.07,0
122,Ankara,Polatlı,ANK-POL-FDR-001,ANK-POL-TR-0283,Kesici,unplanned,CRM,2025-01-06 17:39:21,2025-01-06 19:47:21,128,2767,3353.69,Bakım çalışması,0,0,0,13.88,8.02,1
123,Eskişehir,Tepebaşı,ESK-TEP-FDR-042,ESK-TEP-TR-0427,Trafo,unplanned,Mobile,2024-12-15 01:26:51,2024-12-15 02:04:51,38,146,97.59,Kuş / hayvan teması,0,0,0,25.15,2.53,0
124,Konya,Ilgın,KON-ILG-FDR-031,KON-ILG-TR-0125,Direk,planned,Mobile,2025-03-29 09:23:15,2025-03-29 12:52:15,209,137,360.98,Aşırı yüklenme,1,0,0,12.84,2.41,1
125,Eskişehir,Seyitgazi,ESK-SEY-FDR-039,ESK-SEY-TR-0261,Dağıtım Merkezi,unplanned,OSOS,2024-08-12 16:38:36,2024-08-12 19:55:36,197,8730,46944.82,Aşırı yüklenme,0,0,0,5.42,0.66,1
126,Konya,Meram,KON-MER-FDR-051,KON-MER-TR-0260,Dağıtım Merkezi,unplanned,CRM,2025-03-05 03:14:58,2025-03-05 03:19:58,5,10107,1174.4,Ağaç teması,0,0,0,12.71,3.05,1
127,Kayseri,Melikgazi,KAY-MEL-FDR-043,KAY-MEL-TR-0251,Direk,unplanned,Manual,2025-03-15 09:00:05,2025-03-15 10:27:05,87,176,341.4,Ekipman arızası,0,0,0,17.04,2.38,0
128,Konya,Ilgın,KON-ILG-FDR-036,KON-ILG-TR-0391,Hücre,unplanned,CRM,2026-04-16 15:44:21,2026-04-16 15:49:21,5,1399,177.23,Bakım çalışması,0,0,0,22.17,4.99,1
129,Sivas,Gemerek,SIV-GEM-FDR-037,SIV-GEM-TR-0197,Kablo,planned,OSOS,2025-12-08 08:28:39,2025-12-08 12:07:39,219,529,1894.7,Trafo arızası,1,0,0,9.3,1.34,1
130,Konya,Cihanbeyli,KON-CIH-FDR-046,KON-CIH-TR-0468,Kablo,unplanned,OMS,2024-03-08 19:17:21,2024-03-08 19:27:21,10,1679,382.71,Trafo arızası,0,0,0,18.36,3.46,1
131,Eskişehir,İnönü,ESK-INÖ-FDR-033,ESK-INÖ-TR-0495,Hücre,unplanned,SCADA,2024-08-24 06:53:50,2024-08-24 07:52:50,59,483,311.96,Üçüncü şahıs müdahalesi,0,0,0,16.19,0.12,0
132,Sivas,Kangal,SIV-KAN-FDR-059,SIV-KAN-TR-0234,Hücre,planned,SCADA,2024-06-04 21:51:48,2024-06-05 04:29:48,398,1380,12535.73,Trafo arızası,1,0,0,15.28,0.53,1
133,Ankara,Mamak,ANK-MAM-FDR-051,ANK-MAM-TR-0497,Kesici,planned,SCADA,2025-09-28 21:06:38,2025-09-29 00:57:38,231,2452,6882.8,Trafo arızası,1,0,0,13.9,3.52,1
134,Kayseri,Bünyan,KAY-BÜN-FDR-055,KAY-BÜN-TR-0274,Trafo,unplanned,CRM,2025-09-09 11:15:08,2025-09-09 21:18:08,603,528,9174.65,Bakım çalışması,0,0,0,13.58,0.67,1
135,Eskişehir,Beylikova,ESK-BEY-FDR-016,ESK-BEY-TR-0324,Fider,unplanned,Manual,2026-01-28 00:00:02,2026-01-28 00:58:02,58,1191,802.4,Kablo arızası,0,0,0,15.16,0.66,1
136,Kayseri,Develi,KAY-DEV-FDR-041,KAY-DEV-TR-0361,Dağıtım Merkezi,unplanned,SCADA,2024-05-20 09:35:08,2024-05-20 11:41:08,126,6813,24096.19,Trafo arızası,0,0,0,18.8,4.84,1
137,Ankara,Gölbaşı,ANK-GÖL-FDR-021,ANK-GÖL-TR-0408,Direk,unplanned,SCADA,2024-09-15 10:31:43,2024-09-15 10:46:43,15,13,5.44,Bakım çalışması,0,0,0,12.57,1.51,0
138,Ankara,Etimesgut,ANK-ETI-FDR-016,ANK-ETI-TR-0272,Kablo,unplanned,Mobile,2025-07-10 20:28:55,2025-07-10 20:39:55,11,578,116.95,Trafo arızası,0,0,0,18.45,5.62,0
139,Eskişehir,Mahmudiye,ESK-MAH-FDR-040,ESK-MAH-TR-0446,Kesici,unplanned,OSOS,2024-10-06 17:00:26,2024-10-06 22:15:26,315,407,3071.88,Kablo arızası,0,0,0,11.25,1.75,1
140,Eskişehir,Mahmudiye,ESK-MAH-FDR-015,ESK-MAH-TR-0237,Hücre,planned,Manual,2025-01-09 02:47:07,2025-01-09 08:12:07,325,416,1753.4,Bakım çalışması,1,0,0,10.98,1.31,1
141,Kayseri,Pınarbaşı,KAY-PIN-FDR-044,KAY-PIN-TR-0280,Fider,unplanned,Mobile,2025-01-31 15:16:10,2025-01-31 15:33:10,17,2025,516.27,Bilinmeyen,0,0,0,1.17,7.34,1
142,Konya,Meram,KON-MER-FDR-041,KON-MER-TR-0493,Kablo,unplanned,Manual,2025-11-17 04:52:47,2025-11-17 05:52:47,60,408,374.13,Aşırı yüklenme,0,0,0,16.49,0.2,0
143,Eskişehir,Alpu,ESK-ALP-FDR-055,ESK-ALP-TR-0248,Direk,unplanned,OSOS,2025-12-10 16:04:24,2025-12-10 16:11:24,7,136,15.56,Bakım çalışması,0,0,0,30.46,9.78,0
144,Ankara,Yenimahalle,ANK-YEN-FDR-045,ANK-YEN-TR-0152,Kablo,planned,Manual,2025-08-15 10:17:29,2025-08-15 16:28:29,371,722,6691.57,Kuş / hayvan teması,1,0,0,14.29,1.9,1
145,Ankara,Altındağ,ANK-ALT-FDR-059,ANK-ALT-TR-0311,Fider,unplanned,Manual,2025-03-02 09:22:13,2025-03-02 12:47:13,205,723,1623.37,Ekipman arızası,0,0,0,16.0,1.75,1
146,Eskişehir,Alpu,ESK-ALP-FDR-040,ESK-ALP-TR-0129,Kablo,planned,OSOS,2024-12-23 11:26:07,2024-12-23 16:43:07,317,488,2224.62,Bilinmeyen,1,0,0,20.52,7.07,1
147,Konya,Meram,KON-MER-FDR-038,KON-MER-TR-0187,Direk,planned,Mobile,2024-03-02 05:46:48,2024-03-02 11:45:48,359,15,107.79,Kablo arızası,1,0,0,20.32,3.03,1
148,Konya,Meram,KON-MER-FDR-012,KON-MER-TR-0103,Kablo,unplanned,OMS,2025-04-03 10:30:54,2025-04-03 10:48:54,18,652,328.32,Ekipman arızası,0,0,0,0.0,3.21,0
149,Konya,Seydişehir,KON-SEY-FDR-059,KON-SEY-TR-0423,Direk,unplanned,OSOS,2025-07-22 08:09:26,2025-07-22 09:03:26,54,54,74.65,Kablo arızası,0,0,0,19.26,3.8,0
150,Eskişehir,Alpu,ESK-ALP-FDR-010,ESK-ALP-TR-0387,Trafo,unplanned,Mobile,2025-06-10 04:13:11,2025-06-10 05:30:11,77,90,100.7,Bakım çalışması,0,0,0,8.83,0.66,0
151,Konya,Cihanbeyli,KON-CIH-FDR-017,KON-CIH-TR-0275,Trafo,unplanned,Mobile,2025-07-22 05:04:56,2025-07-22 06:20:56,76,54,62.85,Kablo arızası,0,0,0,10.0,1.24,0
152,Ankara,Gölbaşı,ANK-GÖL-FDR-053,ANK-GÖL-TR-0327,Direk,planned,Manual,2025-07-26 13:52:09,2025-07-26 18:06:09,254,138,775.13,Bakım çalışması,1,0,0,9.11,1.67,1
153,Kayseri,Kocasinan,KAY-KOC-FDR-057,KAY-KOC-TR-0483,Hücre,unplanned,SCADA,2024-12-29 05:30:44,2024-12-29 08:37:44,187,2132,4465.23,Bakım çalışması,0,0,0,14.06,1.59,1
154,Sivas,Kangal,SIV-KAN-FDR-059,SIV-KAN-TR-0359,Trafo,unplanned,OMS,2024-12-09 21:10:02,2024-12-09 23:08:02,118,814,2527.04,Kuş / hayvan teması,0,0,0,25.19,10.12,1
155,Kayseri,İncesu,KAY-INC-FDR-020,KAY-INC-TR-0253,Kesici,unplanned,SCADA,2024-06-30 05:59:39,2024-06-30 06:50:39,51,313,301.06,Trafo arızası,0,0,0,4.57,1.39,0
156,Ankara,Keçiören,ANK-KEÇ-FDR-024,ANK-KEÇ-TR-0344,Kesici,unplanned,Mobile,2024-12-30 17:58:46,2024-12-30 20:57:46,179,3033,12842.03,Ekipman arızası,0,0,0,13.44,3.51,1
157,Sivas,Gemerek,SIV-GEM-FDR-054,SIV-GEM-TR-0251,Dağıtım Merkezi,planned,OMS,2024-08-28 01:01:52,2024-08-28 03:13:52,132,1449,2166.4,Bakım çalışması,1,0,0,16.16,0.87,1
158,Sivas,Gemerek,SIV-GEM-FDR-014,SIV-GEM-TR-0228,Fider,unplanned,OMS,2025-03-10 13:28:06,2025-03-10 19:38:06,370,4071,10743.68,Kablo arızası,0,0,0,14.85,1.68,1
159,Eskişehir,Çifteler,ESK-ÇIF-FDR-035,ESK-ÇIF-TR-0462,Trafo,unplanned,OMS,2025-07-17 09:54:56,2025-07-17 10:02:56,8,457,53.14,Ekipman arızası,0,0,0,2.81,1.12,0
160,Kayseri,Melikgazi,KAY-MEL-FDR-055,KAY-MEL-TR-0422,Direk,unplanned,OSOS,2025-09-10 11:43:18,2025-09-10 11:53:18,10,27,4.52,Hava muhalefeti,0,0,0,21.4,5.01,0
161,Eskişehir,Tepebaşı,ESK-TEP-FDR-016,ESK-TEP-TR-0065,Fider,unplanned,SCADA,2024-11-25 11:52:40,2024-11-25 12:06:40,14,4103,1228.57,Bakım çalışması,0,0,0,16.91,5.13,1
162,Sivas,Yıldızeli,SIV-YIL-FDR-053,SIV-YIL-TR-0446,Ayırıcı,planned,Manual,2024-04-16 13:58:18,2024-04-16 19:30:18,332,325,3222.08,Ağaç teması,1,0,0,0.53,1.2,1
163,Konya,Beyşehir,KON-BEY-FDR-009,KON-BEY-TR-0277,Fider,planned,CRM,2024-08-17 05:13:06,2024-08-17 07:12:06,119,1823,1813.83,Üçüncü şahıs müdahalesi,1,0,0,14.27,0.24,1
164,Kayseri,Talas,KAY-TAL-FDR-023,KAY-TAL-TR-0405,Fider,planned,OSOS,2024-06-19 18:21:04,2024-06-20 04:00:04,579,518,8964.83,Kablo arızası,1,0,0,10.73,1.55,1
165,Konya,Kulu,KON-KUL-FDR-004,KON-KUL-TR-0065,Fider,unplanned,OSOS,2025-05-17 23:04:30,2025-05-18 02:28:30,204,3803,16699.46,Kablo arızası,0,0,0,2.74,1.21,1
166,Eskişehir,Seyitgazi,ESK-SEY-FDR-050,ESK-SEY-TR-0186,Trafo,unplanned,Mobile,2024-06-25 13:09:11,2024-06-25 14:46:11,97,706,1238.46,Kablo arızası,0,0,0,6.86,1.74,0
167,Sivas,Hafik,SIV-HAF-FDR-040,SIV-HAF-TR-0023,Hücre,unplanned,Manual,2024-06-18 09:49:41,2024-06-18 11:36:41,107,458,530.03,Bilinmeyen,0,0,0,23.25,0.16,0
168,Sivas,Zara,SIV-ZAR-FDR-055,SIV-ZAR-TR-0206,Fider,unplanned,SCADA,2025-12-12 13:03:46,2025-12-12 15:48:46,165,5887,16859.12,Kablo arızası,0,0,0,18.86,5.11,1
169,Eskişehir,Tepebaşı,ESK-TEP-FDR-006,ESK-TEP-TR-0165,Hücre,unplanned,SCADA,2026-01-31 14:32:51,2026-02-01 00:38:51,606,1372,14397.16,Bakım çalışması,0,0,0,13.68,5.5,1
170,Sivas,Suşehri,SIV-SUS-FDR-036,SIV-SUS-TR-0365,Kesici,unplanned,CRM,2024-04-12 00:48:40,2024-04-12 01:21:40,33,2893,2247.16,Bilinmeyen,0,0,0,17.33,1.19,1
171,Kayseri,İncesu,KAY-INC-FDR-039,KAY-INC-TR-0221,Direk,planned,Mobile,2026-04-04 04:35:33,2026-04-04 08:39:33,244,159,349.87,Ekipman arızası,1,0,0,0.64,5.04,1
172,Ankara,Keçiören,ANK-KEÇ-FDR-015,ANK-KEÇ-TR-0212,Dağıtım Merkezi,planned,Mobile,2024-11-30 00:38:27,2024-11-30 03:40:27,182,10475,23483.24,Bakım çalışması,1,0,0,7.2,0.54,1
173,Kayseri,Pınarbaşı,KAY-PIN-FDR-021,KAY-PIN-TR-0219,Dağıtım Merkezi,unplanned,OMS,2025-09-11 09:44:19,2025-09-11 09:50:19,6,2963,418.96,Ekipman arızası,0,0,0,12.08,4.66,1
174,Kayseri,Yahyalı,KAY-YAH-FDR-005,KAY-YAH-TR-0047,Kesici,planned,OMS,2025-08-04 10:57:12,2025-08-04 13:19:12,142,2537,2510.19,Bakım çalışması,1,0,0,18.73,0.82,1
175,Ankara,Keçiören,ANK-KEÇ-FDR-024,ANK-KEÇ-TR-0416,Trafo,unplanned,OMS,2025-11-01 21:31:25,2025-11-01 22:12:25,41,774,633.48,Bakım çalışması,0,0,0,17.06,5.61,0
176,Konya,Seydişehir,KON-SEY-FDR-027,KON-SEY-TR-0182,Kablo,unplanned,OMS,2024-04-03 04:15:10,2024-04-03 04:29:10,14,504,207.66,Trafo arızası,0,0,0,6.07,4.9,0
177,Eskişehir,Odunpazarı,ESK-ODU-FDR-037,ESK-ODU-TR-0260,Direk,planned,CRM,2025-03-22 19:36:05,2025-03-22 21:13:05,97,26,30.51,Trafo arızası,1,0,0,9.84,0.93,0
178,Konya,Karatay,KON-KAR-FDR-055,KON-KAR-TR-0285,Ayırıcı,unplanned,SCADA,2026-01-19 01:19:25,2026-01-19 03:10:25,111,510,946.43,Trafo arızası,0,0,0,18.13,0.27,0
179,Kayseri,Kocasinan,KAY-KOC-FDR-050,KAY-KOC-TR-0420,Ayırıcı,planned,Mobile,2025-03-08 17:46:32,2025-03-08 20:07:32,141,776,990.62,Bilinmeyen,1,0,0,8.84,1.28,0
180,Sivas,Hafik,SIV-HAF-FDR-018,SIV-HAF-TR-0360,Direk,unplanned,SCADA,2024-02-10 18:48:49,2024-02-10 20:19:49,91,44,89.33,Bilinmeyen,0,0,0,7.8,3.05,0
181,Kayseri,Bünyan,KAY-BÜN-FDR-037,KAY-BÜN-TR-0337,Fider,planned,OSOS,2025-06-29 07:06:06,2025-06-29 08:28:06,82,1484,2846.57,Kuş / hayvan teması,1,0,0,4.53,0.45,1
182,Eskişehir,Tepebaşı,ESK-TEP-FDR-025,ESK-TEP-TR-0215,Fider,planned,SCADA,2024-08-08 09:28:13,2024-08-08 13:46:13,258,1798,7563.88,Ağaç teması,1,0,0,5.86,1.85,1
183,Eskişehir,Beylikova,ESK-BEY-FDR-050,ESK-BEY-TR-0483,Kablo,unplanned,CRM,2024-09-01 12:38:35,2024-09-01 12:47:35,9,665,88.83,Aşırı yüklenme,0,0,0,9.54,4.85,0
184,Sivas,Hafik,SIV-HAF-FDR-049,SIV-HAF-TR-0317,Fider,unplanned,OSOS,2024-05-11 23:25:40,2024-05-12 04:15:40,290,1026,6832.63,Bakım çalışması,0,0,0,13.96,2.45,1
185,Ankara,Keçiören,ANK-KEÇ-FDR-032,ANK-KEÇ-TR-0311,Hücre,unplanned,OMS,2025-02-26 16:43:45,2025-02-26 17:47:45,64,1187,1132.88,Bakım çalışması,0,0,0,25.79,1.44,1
186,Eskişehir,İnönü,ESK-INÖ-FDR-023,ESK-INÖ-TR-0221,Ayırıcı,unplanned,Manual,2025-02-28 08:23:53,2025-02-28 10:29:53,126,147,231.74,Hava muhalefeti,0,1,1,12.38,19.94,0
187,Ankara,Etimesgut,ANK-ETI-FDR-026,ANK-ETI-TR-0307,Direk,unplanned,SCADA,2026-01-25 22:59:02,2026-01-26 02:38:02,219,81,524.81,Ekipman arızası,0,0,0,18.11,2.55,1
188,Ankara,Çankaya,ANK-ÇAN-FDR-049,ANK-ÇAN-TR-0131,Direk,unplanned,OSOS,2024-11-13 13:26:47,2024-11-13 15:51:47,145,32,132.74,Ekipman arızası,0,0,0,3.18,4.24,0
189,Kayseri,Bünyan,KAY-BÜN-FDR-012,KAY-BÜN-TR-0067,Fider,unplanned,Mobile,2024-07-05 09:20:26,2024-07-05 09:37:26,17,5729,2054.25,Ekipman arızası,0,0,0,10.81,2.16,1
190,Eskişehir,Seyitgazi,ESK-SEY-FDR-056,ESK-SEY-TR-0380,Kablo,planned,SCADA,2024-12-23 11:08:57,2024-12-23 15:25:57,257,759,2142.29,Kablo arızası,1,0,0,21.79,1.02,1
191,Ankara,Altındağ,ANK-ALT-FDR-021,ANK-ALT-TR-0295,Hücre,unplanned,SCADA,2024-01-30 02:44:06,2024-01-30 02:55:06,11,2433,369.3,Bakım çalışması,0,0,0,2.88,0.74,1
192,Eskişehir,Mahmudiye,ESK-MAH-FDR-026,ESK-MAH-TR-0011,Dağıtım Merkezi,unplanned,CRM,2025-09-20 05:58:40,2025-09-20 06:46:40,48,3361,4313.53,Ağaç teması,0,0,0,8.47,2.99,1
193,Kayseri,Talas,KAY-TAL-FDR-055,KAY-TAL-TR-0055,Kablo,planned,SCADA,2025-12-15 17:39:20,2025-12-15 23:51:20,372,899,7982.0,Trafo arızası,1,0,0,14.0,0.92,1
194,Konya,Cihanbeyli,KON-CIH-FDR-048,KON-CIH-TR-0174,Trafo,unplanned,Mobile,2025-09-14 01:51:04,2025-09-14 01:56:04,5,456,66.64,Trafo arızası,0,0,0,12.14,1.46,0
195,Konya,Beyşehir,KON-BEY-FDR-008,KON-BEY-TR-0272,Trafo,unplanned,Manual,2024-09-18 04:26:30,2024-09-18 06:35:30,129,1069,2316.38,Bakım çalışması,0,0,0,7.13,5.08,1
196,Sivas,Yıldızeli,SIV-YIL-FDR-016,SIV-YIL-TR-0053,Kablo,unplanned,OMS,2025-06-26 17:39:14,2025-06-26 19:58:14,139,285,954.88,Bilinmeyen,0,0,0,15.63,0.03,0
197,Konya,Akşehir,KON-AKS-FDR-049,KON-AKS-TR-0389,Kesici,unplanned,Manual,2024-11-02 10:49:33,2024-11-02 11:00:33,11,524,92.69,Ekipman arızası,0,0,0,20.03,4.38,0
198,Ankara,Mamak,ANK-MAM-FDR-038,ANK-MAM-TR-0230,Hücre,unplanned,Manual,2026-02-06 14:01:04,2026-02-06 18:07:04,246,1617,2955.42,Trafo arızası,0,0,0,25.8,4.42,1
199,Sivas,Hafik,SIV-HAF-FDR-005,SIV-HAF-TR-0241,Kablo,unplanned,OSOS,2025-05-17 02:04:35,2025-05-17 02:12:35,8,790,139.15,Hava muhalefeti,0,0,0,5.38,3.46,0
200,Eskişehir,Alpu,ESK-ALP-FDR-005,ESK-ALP-TR-0159,Fider,planned,CRM,2025-03-02 16:34:35,2025-03-02 21:45:35,311,3727,27320.5,Ekipman arızası,1,0,0,15.55,1.69,1
201,Eskişehir,Mihalıççık,ESK-MIH-FDR-005,ESK-MIH-TR-0331,Fider,unplanned,CRM,2024-02-28 10:05:59,2024-02-28 11:22:59,77,4020,7586.3,Bakım çalışması,0,0,0,20.46,4.9,1
202,Ankara,Polatlı,ANK-POL-FDR-036,ANK-POL-TR-0489,Dağıtım Merkezi,unplanned,Mobile,2026-02-26 16:51:30,2026-02-26 23:00:30,369,10150,60665.48,Aşırı yüklenme,0,0,0,13.16,6.45,1
203,Ankara,Gölbaşı,ANK-GÖL-FDR-033,ANK-GÖL-TR-0078,Kablo,unplanned,Manual,2024-10-19 10:04:33,2024-10-19 11:27:33,83,1635,1768.64,Hava muhalefeti,0,0,0,13.69,4.28,1
204,Ankara,Gölbaşı,ANK-GÖL-FDR-033,ANK-GÖL-TR-0331,Kablo,planned,OMS,2024-06-09 18:49:46,2024-06-10 00:10:46,321,200,1138.16,Bakım çalışması,1,0,0,1.81,1.04,1
205,Konya,Selçuklu,KON-SEL-FDR-034,KON-SEL-TR-0313,Hücre,planned,Mobile,2025-01-19 20:33:19,2025-01-20 01:50:19,317,1015,2860.51,Ekipman arızası,1,0,0,24.19,1.32,1
206,Konya,Beyşehir,KON-BEY-FDR-050,KON-BEY-TR-0174,Direk,unplanned,Mobile,2025-08-02 04:55:45,2025-08-02 05:41:45,46,185,86.06,Ekipman arızası,0,0,0,4.26,2.22,0
207,Sivas,Merkez,SIV-MER-FDR-036,SIV-MER-TR-0348,Trafo,unplanned,CRM,2025-06-03 20:37:55,2025-06-04 02:10:55,333,193,1751.04,Hava muhalefeti,0,0,0,12.78,0.74,1
208,Eskişehir,Alpu,ESK-ALP-FDR-038,ESK-ALP-TR-0340,Kesici,unplanned,CRM,2025-01-26 11:05:01,2025-01-26 11:38:01,33,276,175.51,Bakım çalışması,0,0,0,13.37,7.11,0
209,Konya,Beyşehir,KON-BEY-FDR-046,KON-BEY-TR-0481,Dağıtım Merkezi,planned,OSOS,2025-04-26 22:16:38,2025-04-27 00:59:38,163,5282,13141.45,Ağaç teması,1,0,0,17.29,3.64,1
210,Ankara,Etimesgut,ANK-ETI-FDR-006,ANK-ETI-TR-0331,Kablo,planned,OSOS,2025-08-08 03:37:20,2025-08-08 05:53:20,136,943,1161.11,Bilinmeyen,1,0,0,8.73,2.59,0
211,Eskişehir,Seyitgazi,ESK-SEY-FDR-012,ESK-SEY-TR-0487,Fider,unplanned,CRM,2025-07-16 01:55:45,2025-07-16 04:25:45,150,3836,7247.3,Trafo arızası,0,0,0,12.85,1.31,1
212,Konya,Beyşehir,KON-BEY-FDR-010,KON-BEY-TR-0040,Ayırıcı,unplanned,OSOS,2026-01-25 09:29:38,2026-01-25 12:12:38,163,149,306.08,Ekipman arızası,0,0,0,9.06,1.19,0
213,Kayseri,Kocasinan,KAY-KOC-FDR-057,KAY-KOC-TR-0393,Fider,unplanned,OMS,2026-02-27 16:02:39,2026-02-27 16:46:39,44,3686,4454.63,Ekipman arızası,0,0,0,24.58,11.84,1
214,Sivas,Suşehri,SIV-SUS-FDR-054,SIV-SUS-TR-0355,Kesici,unplanned,OSOS,2025-08-08 05:08:05,2025-08-08 10:34:05,326,1189,3397.67,Hava muhalefeti,0,0,0,20.35,6.55,1
215,Sivas,Suşehri,SIV-SUS-FDR-044,SIV-SUS-TR-0369,Fider,planned,Mobile,2025-11-10 21:38:50,2025-11-11 00:03:50,145,4239,4447.39,Kablo arızası,1,0,0,1.73,0.2,1
216,Konya,Ilgın,KON-ILG-FDR-016,KON-ILG-TR-0159,Hücre,unplanned,OSOS,2025-03-18 14:52:59,2025-03-18 16:16:59,84,1271,2145.12,Bakım çalışması,0,0,0,10.3,0.3,1
217,Eskişehir,Çifteler,ESK-ÇIF-FDR-019,ESK-ÇIF-TR-0399,Hücre,planned,Mobile,2025-07-25 10:06:17,2025-07-25 15:13:17,307,2102,6228.92,Bakım çalışması,1,0,0,21.03,0.39,1
218,Eskişehir,Seyitgazi,ESK-SEY-FDR-013,ESK-SEY-TR-0411,Dağıtım Merkezi,planned,OSOS,2026-03-30 09:07:34,2026-03-30 13:32:34,265,10131,51863.09,Kuş / hayvan teması,1,0,0,20.56,0.41,1
219,Sivas,Suşehri,SIV-SUS-FDR-056,SIV-SUS-TR-0191,Fider,planned,OMS,2025-01-23 08:47:43,2025-01-23 12:54:43,247,4182,21073.53,Ekipman arızası,1,0,0,21.35,0.6,1
220,Sivas,Şarkışla,SIV-SAR-FDR-049,SIV-SAR-TR-0083,Trafo,planned,CRM,2026-03-12 10:29:45,2026-03-12 15:27:45,298,103,399.61,Aşırı yüklenme,1,0,0,25.03,5.07,1
221,Kayseri,Pınarbaşı,KAY-PIN-FDR-059,KAY-PIN-TR-0114,Kesici,unplanned,Mobile,2026-03-08 11:10:38,2026-03-09 01:41:38,871,682,5107.5,Hava muhalefeti,0,0,0,13.54,0.47,1
222,Eskişehir,Beylikova,ESK-BEY-FDR-033,ESK-BEY-TR-0192,Dağıtım Merkezi,unplanned,SCADA,2024-02-11 10:20:12,2024-02-11 11:02:12,42,6874,3496.27,Kablo arızası,0,0,0,6.42,1.94,1
223,Konya,Cihanbeyli,KON-CIH-FDR-021,KON-CIH-TR-0477,Kablo,unplanned,OSOS,2024-05-06 18:28:16,2024-05-06 19:41:16,73,165,81.65,Bakım çalışması,0,0,0,12.97,0.69,0
224,Ankara,Sincan,ANK-SIN-FDR-059,ANK-SIN-TR-0425,Kesici,planned,SCADA,2024-08-14 21:06:46,2024-08-15 02:30:46,324,1470,8653.41,Bakım çalışması,1,0,0,16.95,0.1,1
225,Eskişehir,Sivrihisar,ESK-SIV-FDR-058,ESK-SIV-TR-0041,Hücre,unplanned,Manual,2025-12-29 17:41:35,2025-12-29 19:31:35,110,154,478.83,Kuş / hayvan teması,0,0,1,36.62,2.09,0
226,Ankara,Etimesgut,ANK-ETI-FDR-028,ANK-ETI-TR-0057,Kesici,unplanned,Manual,2024-12-01 00:11:29,2024-12-01 00:48:29,37,1388,767.7,Ekipman arızası,0,0,0,14.5,0.68,1
227,Kayseri,Develi,KAY-DEV-FDR-027,KAY-DEV-TR-0328,Trafo,unplanned,SCADA,2025-04-12 19:43:49,2025-04-12 19:48:49,5,202,19.11,Bilinmeyen,0,0,0,14.26,2.11,0
228,Sivas,Divriği,SIV-DIV-FDR-035,SIV-DIV-TR-0009,Trafo,planned,Mobile,2024-04-07 13:37:13,2024-04-07 17:02:13,205,789,2343.63,Hava muhalefeti,1,0,0,16.46,2.02,1
229,Sivas,Hafik,SIV-HAF-FDR-001,SIV-HAF-TR-0315,Kesici,planned,CRM,2025-01-10 20:06:26,2025-01-11 00:05:26,239,1568,7295.44,Bakım çalışması,1,0,0,23.96,8.48,1
230,Kayseri,Develi,KAY-DEV-FDR-034,KAY-DEV-TR-0500,Kesici,unplanned,OMS,2025-10-09 02:45:56,2025-10-09 04:51:56,126,445,547.74,Bakım çalışması,0,0,0,14.51,1.06,0
231,Kayseri,Kocasinan,KAY-KOC-FDR-003,KAY-KOC-TR-0326,Fider,unplanned,Mobile,2026-03-28 04:55:03,2026-03-28 06:57:03,122,3870,4413.12,Ekipman arızası,0,0,0,20.29,0.11,1
232,Eskişehir,Beylikova,ESK-BEY-FDR-023,ESK-BEY-TR-0124,Fider,unplanned,CRM,2025-01-29 00:46:01,2025-01-29 04:01:01,195,1441,7296.65,Kablo arızası,0,0,0,28.48,1.36,1
233,Ankara,Polatlı,ANK-POL-FDR-035,ANK-POL-TR-0174,Kesici,unplanned,SCADA,2025-05-31 13:11:32,2025-05-31 14:34:32,83,1818,3302.33,Kuş / hayvan teması,0,0,0,19.63,0.89,1
234,Konya,Ilgın,KON-ILG-FDR-046,KON-ILG-TR-0398,Kesici,planned,OSOS,2026-01-13 08:56:06,2026-01-13 13:34:06,278,306,2067.94,Kablo arızası,1,0,0,31.19,4.88,1
235,Eskişehir,Odunpazarı,ESK-ODU-FDR-057,ESK-ODU-TR-0022,Ayırıcı,unplanned,SCADA,2025-03-31 20:19:55,2025-04-01 01:02:55,283,361,1692.9,Bilinmeyen,0,0,0,19.97,0.1,1
236,Kayseri,Yahyalı,KAY-YAH-FDR-017,KAY-YAH-TR-0019,Dağıtım Merkezi,unplanned,Manual,2026-03-11 14:53:34,2026-03-11 15:25:34,32,6306,4824.12,Ekipman arızası,0,0,0,16.39,2.54,1
237,Konya,Akşehir,KON-AKS-FDR-018,KON-AKS-TR-0064,Fider,unplanned,OMS,2025-07-08 12:57:42,2025-07-08 14:33:42,96,2958,3750.26,Aşırı yüklenme,0,0,0,11.03,0.14,1
